spd,rpm,accel,stop,fuel
48,779,0,0,0.0
0,1547,0,0,0.006999969482421875
0,1511,0,0,0.00099945068359375
0,611,0,0,0.0010013580322265625
202,1696,0,0,0.0010013580322265625
0,1961,0,0,0.0
0,1927,0,0,0.0010013580322265625
0,1599,0,0,0.00099945068359375
0,1600,0,0,0.00099945068359375
0,1597,0,0,0.00099945068359375
0,1591,0,0,0.00099945068359375
0,1600,0,0,0.0010013580322265625
0,1599,0,0,0.0
0,1543,0,0,0.00099945068359375
0,1525,0,0,0.006000518798828125
0,1579,0,0,0.0019989013671875
0,1562,0,0,0.0
180,1657,0,0,0.0
48,757,0,0,0.00099945068359375
0,611,0,0,0.00099945068359375
0,605,0,0,0.0
0,1767,0,0,0.00099945068359375
0,1763,0,0,0.00099945068359375
0,1768,0,0,0.0010013580322265625
0,1767,0,0,0.00099945068359375
0,1763,0,0,0.00099945068359375
0,1770,0,0,0.00099945068359375
0,1777,0,0,0.0010013580322265625
0,1773,0,0,0.0
0,1772,0,0,0.004001617431640625
0,1775,0,0,0.001003265380859375
0,605,0,0,0.004001617431640625
119,1298,0,0,0.0
0,1326,0,0,0.00099945068359375
113,961,0,0,0.00099945068359375
0,603,0,0,0.0
0,599,0,0,0.0
0,602,0,0,0.0
0,603,0,0,0.0
0,603,0,0,0.00099945068359375
0,604,0,0,0.0
0,605,0,0,0.004001617431640625
45,756,0,0,0.00099945068359375
0,604,0,0,0.00099945068359375
132,1088,0,0,0.0010013580322265625
0,1830,0,0,0.00099945068359375
0,1831,0,0,0.00099945068359375
0,1829,0,0,0.00099945068359375
0,1829,0,0,0.00099945068359375
0,1825,0,0,0.0010013580322265625
0,1829,0,0,0.0
0,1809,0,0,0.00099945068359375
0,1821,0,0,0.005001068115234375
0,1791,0,0,0.006999969482421875
0,1800,0,0,0.0059986114501953125
149,1260,0,0,0.005001068115234375
199,1641,0,0,0.006999969482421875
200,1657,0,0,0.006999969482421875
152,1253,0,0,0.006999969482421875
212,1750,0,0,0.006999969482421875
212,1749,0,0,0.006999969482421875
210,1731,0,0,0.006999969482421875
211,1746,0,0,0.006999969482421875
207,1707,0,0,0.006999969482421875
208,1719,0,0,0.00099945068359375
203,1675,0,0,0.0
205,1690,1,0,0.00299835205078125
0,1123,0,0,0.0
0,1289,0,0,0.00099945068359375
51,1346,0,0,0.001003265380859375
0,603,0,0,0.0
0,1210,0,0,0.00099945068359375
0,1216,0,0,0.0
0,1223,0,0,0.00099945068359375
0,1235,0,0,0.00099945068359375
0,1259,0,0,0.0
0,1243,0,0,0.0
0,1230,0,0,0.0010013580322265625
0,1217,0,0,0.00099945068359375
0,1443,0,0,0.0
0,1410,0,0,0.0
0,1372,0,0,0.00099945068359375
0,1331,0,0,0.00099945068359375
0,1504,0,0,0.00099945068359375
0,1492,0,0,0.00099945068359375
0,1477,0,0,0.0010013580322265625
0,1464,1,0,0.006000518798828125
0,1524,0,0,0.003002166748046875
0,1523,0,0,0.006999969482421875
176,1458,0,0,0.00099945068359375
101,1179,0,0,0.006999969482421875
204,1687,1,0,0.0019989013671875
0,1302,0,0,0.001003265380859375
201,1673,0,0,0.0019989013671875
65,1654,0,0,0.0019989013671875
41,1118,0,0,0.001003265380859375
39,1105,0,0,0.00099945068359375
42,1098,1,0,0.002002716064453125
0,1363,0,0,0.0019989013671875
0,1266,0,1,0.0
45,1431,0,0,0.0
42,1116,0,0,0.003997802734375
0,1155,0,0,0.003002166748046875
0,1314,0,0,0.0019989013671875
100,1574,0,0,0.00299835205078125
93,1476,1,0,0.00299835205078125
68,1173,0,0,0.003002166748046875
67,1375,0,0,0.0019989013671875
87,1374,0,0,0.002002716064453125
70,1268,0,0,0.003002166748046875
49,1295,0,0,0.0019989013671875
45,1197,0,0,0.00099945068359375
66,1736,0,1,0.0019989013671875
57,1515,0,1,0.0
38,626,0,0,0.001003265380859375
27,600,0,0,0.0019989013671875
17,603,0,0,0.00099945068359375
9,600,0,0,0.004001617431640625
49,782,0,1,0.00299835205078125
0,1322,0,0,0.005001068115234375
107,876,0,0,0.003997802734375
116,998,0,0,0.004001617431640625
129,1064,1,0,0.003997802734375
128,1082,0,0,0.001003265380859375
133,1097,0,0,0.0
133,1097,0,0,0.00099945068359375
0,1075,0,0,0.0
0,1054,0,0,0.006000518798828125
0,1032,0,0,0.0059986114501953125
0,1013,0,0,0.006000518798828125
191,1583,0,0,0.006999969482421875
189,1564,0,0,0.006000518798828125
187,1545,0,0,0.006000518798828125
184,1524,0,0,0.0049991607666015625
182,1501,1,0,0.006000518798828125
179,1477,1,0,0.006999969482421875
174,1454,1,0,0.003997802734375
174,1436,0,1,0.0019989013671875
200,1705,1,0,0.006999969482421875
121,1304,0,1,0.006000518798828125
73,1338,0,0,0.00099945068359375
195,1614,0,0,0.0
180,1601,0,0,0.00099945068359375
46,709,0,0,0.0
0,604,0,0,0.0
0,1316,0,0,0.0010013580322265625
0,1317,0,0,0.00099945068359375
0,1341,0,0,0.00099945068359375
0,1327,0,0,0.0
0,1373,0,0,0.0
0,1357,0,0,0.0
0,1403,0,0,0.00099945068359375
0,562,0,0,0.00099945068359375
0,559,0,0,0.0
0,1314,0,0,0.005001068115234375
0,1312,0,0,0.003997802734375
0,605,0,0,0.00299835205078125
141,1180,1,0,0.0019989013671875
145,1201,0,0,0.0
64,1056,0,0,0.00499725341796875
42,832,0,0,0.005001068115234375
0,604,0,0,0.005001068115234375
155,1280,0,0,0.005001068115234375
155,1278,0,1,0.006000518798828125
154,1275,0,0,0.006999969482421875
155,1281,0,0,0.005001068115234375
177,1616,0,0,0.005001068115234375
202,1750,1,0,0.006000518798828125
148,1220,0,0,0.006999969482421875
150,1238,0,1,0.005001068115234375
190,1648,0,0,0.006999969482421875
197,1645,0,0,0.00099945068359375
157,1656,0,0,0.00099945068359375
211,1742,0,0,0.0010013580322265625
0,1660,0,0,0.006000518798828125
0,1659,0,0,0.00099945068359375
0,1087,0,0,0.00099945068359375
199,1643,0,0,0.0
0,1668,0,0,0.0010013580322265625
0,1675,0,0,0.00099945068359375
0,1657,0,0,0.0
0,1660,0,0,0.00099945068359375
0,1723,0,0,0.0010013580322265625
0,1737,0,0,0.007999420166015625
0,1692,0,0,0.006999969482421875
0,1709,0,0,0.006999969482421875
211,1738,0,0,0.006999969482421875
212,1751,0,1,0.004001617431640625
208,1725,0,0,0.006999969482421875
209,1731,1,0,0.006999969482421875
121,1765,1,0,0.006999969482421875
214,1767,1,0,0.006999969482421875
212,1754,1,0,0.006999969482421875
199,1760,0,0,0.006999969482421875
190,1681,0,0,0.006999969482421875
205,1693,0,0,0.006999969482421875
205,1705,0,0,0.006000518798828125
207,1714,0,1,0.006000518798828125
205,1708,0,1,0.0
204,1714,1,0,0.006999969482421875
150,1655,0,0,0.006999969482421875
0,1668,0,1,0.003002166748046875
211,1770,0,1,0.006999969482421875
0,604,0,0,0.006999969482421875
213,1761,0,1,0.005001068115234375
98,939,0,0,0.00099945068359375
184,1789,0,1,0.00099945068359375
203,1702,1,0,0.006999969482421875
154,1779,0,1,0.006999969482421875
0,591,0,0,0.006999969482421875
0,883,0,1,0.00099945068359375
213,1758,0,1,0.006999969482421875
201,1758,0,0,0.004001617431640625
205,1759,0,0,0.0
0,984,0,0,0.0010013580322265625
191,1757,0,0,0.0019989013671875
122,1009,0,0,0.0010013580322265625
8,561,0,0,0.0019989013671875
0,562,0,0,0.00099945068359375
40,1054,0,0,0.0020008087158203125
40,1045,0,0,0.00099945068359375
40,1062,0,0,0.0010013580322265625
40,1058,0,0,0.0
37,985,0,0,0.0
31,824,1,0,0.00099945068359375
0,563,0,1,0.0
0,562,0,0,0.0
0,562,0,0,0.00099945068359375
12,563,0,0,0.0
0,561,0,1,0.006999969482421875
0,562,0,0,0.0
0,561,0,0,0.0010013580322265625
0,561,0,0,0.0
188,1742,0,0,0.0
0,569,0,0,0.0
0,569,0,0,0.00099945068359375
0,569,0,0,0.00099945068359375
0,569,0,0,0.0
0,569,0,0,0.0
0,568,0,0,0.0
0,568,0,0,0.0
0,568,0,0,0.0020008087158203125
0,569,1,0,0.0019989013671875
0,569,0,0,0.006999969482421875
0,555,0,0,0.006000518798828125
52,1373,0,0,0.0
45,1209,0,0,0.00099945068359375
198,1648,0,0,0.00099945068359375
200,1652,0,0,0.0010013580322265625
0,1183,0,0,0.00099945068359375
26,1196,0,1,0.00099945068359375
22,1006,0,0,0.0010013580322265625
17,896,0,0,0.0019989013671875
18,909,0,0,0.0020008087158203125
0,1043,0,0,0.0010013580322265625
36,1097,0,0,0.00099945068359375
35,1539,0,0,0.00099945068359375
32,1435,0,0,0.0
0,1461,0,0,0.00099945068359375
0,1462,0,0,0.00099945068359375
0,1372,0,0,0.0010013580322265625
0,1482,0,0,0.0
0,1487,0,0,0.00099945068359375
0,1490,0,0,0.00099945068359375
0,1491,0,0,0.0010013580322265625
0,1465,1,0,0.004001617431640625
0,1468,0,0,0.0030002593994140625
0,1472,0,1,0.00099945068359375
0,1477,1,0,0.0030002593994140625
117,969,0,0,0.0030002593994140625
88,941,0,0,0.0019989013671875
0,923,0,0,0.0030002593994140625
84,904,0,0,0.0030002593994140625
88,946,0,0,0.00099945068359375
89,959,0,0,0.00099945068359375
88,966,0,0,0.0
89,956,0,0,0.00099945068359375
15,703,0,0,0.00099945068359375
15,685,0,0,0.00099945068359375
15,698,0,0,0.0010013580322265625
16,714,0,1,0.00099945068359375
20,854,0,0,0.00099945068359375
18,817,0,1,0.006000518798828125
18,737,1,0,0.006999969482421875
0,1735,0,0,0.006999969482421875
0,603,1,0,0.006999969482421875
0,1083,0,0,0.006999969482421875
179,1672,0,0,0.0059986114501953125
202,1670,1,0,0.006999969482421875
199,1668,0,1,0.006000518798828125
203,1674,0,0,0.006999969482421875
197,1667,0,0,0.0010013580322265625
202,1672,0,0,0.00099945068359375
199,1655,0,0,0.0020008087158203125
185,1661,0,0,0.00099945068359375
195,1640,0,0,0.00099945068359375
0,1543,0,0,0.0
0,1084,0,0,0.00099945068359375
36,938,0,0,0.0010013580322265625
36,951,0,0,0.0
22,1002,0,0,0.00099945068359375
0,604,0,0,0.00099945068359375
0,1209,0,0,0.0
0,1271,0,0,0.00099945068359375
0,1342,0,0,0.0010013580322265625
0,1363,0,0,0.0020008087158203125
0,1394,0,0,0.0
0,1391,0,0,0.0
0,1418,0,0,0.00099945068359375
0,1444,0,0,0.00099945068359375
36,958,0,0,0.00299835205078125
0,1543,0,0,0.0
0,1095,0,0,0.00099945068359375
28,752,0,0,0.0
28,735,0,0,0.0019989013671875
113,1215,0,0,0.00099945068359375
0,604,0,0,0.00099945068359375
0,1693,0,0,0.00099945068359375
0,603,0,0,0.0
55,903,0,0,0.00099945068359375
32,836,0,0,0.00099945068359375
0,605,0,0,0.00099945068359375
0,1349,0,0,0.0
0,604,0,0,0.0010013580322265625
0,1601,0,0,0.00099945068359375
0,1601,0,0,0.00099945068359375
0,1602,0,0,0.0010013580322265625
0,1605,0,0,0.0
0,1609,0,0,0.00099945068359375
0,1614,0,0,0.004001617431640625
0,1616,0,0,0.00099945068359375
0,1620,0,0,0.0019989013671875
0,1619,0,0,0.0
0,1618,0,0,0.0
104,1188,1,0,0.002002716064453125
0,1185,0,0,0.0
42,1702,0,0,0.0010013580322265625
0,604,0,1,0.0019989013671875
0,604,0,0,0.00099945068359375
57,898,0,1,0.0019989013671875
0,604,0,0,0.005001068115234375
0,1707,0,0,0.003997802734375
36,633,0,0,0.0
0,604,0,0,0.007999420166015625
75,1093,0,0,0.004001617431640625
129,1093,0,0,0.00099945068359375
118,1269,0,0,0.0
0,603,0,0,0.0010013580322265625
222,1837,0,0,0.0
118,974,0,0,0.0010013580322265625
0,998,0,0,0.0
0,995,0,0,0.00099945068359375
0,1005,0,0,0.0
0,1018,0,0,0.0
0,1194,0,0,0.0
0,1176,0,0,0.0
0,1127,0,0,0.00099945068359375
0,1049,0,0,0.00099945068359375
0,603,0,0,0.0
0,602,0,0,0.0
0,602,0,0,0.00099945068359375
0,602,0,0,0.0010013580322265625
0,1031,0,0,0.00099945068359375
0,1044,0,0,0.00099945068359375
0,605,0,0,0.0
0,603,0,0,0.0010013580322265625
0,1687,0,0,0.0
0,1682,0,0,0.00099945068359375
0,1674,0,0,0.00099945068359375
0,1668,0,0,0.006999969482421875
0,1692,0,0,0.00099945068359375
0,1691,0,0,0.0010013580322265625
0,1690,0,0,0.0
0,1333,0,0,0.004001617431640625
223,1844,0,0,0.0070018768310546875
0,1663,0,0,0.006999969482421875
0,1658,0,0,0.006999969482421875
0,604,0,0,0.006999969482421875
124,1023,0,0,0.007999420166015625
211,1743,0,0,0.006999969482421875
210,1747,0,0,0.007999420166015625
216,1785,0,0,0.006999969482421875
214,1771,0,0,0.007999420166015625
213,1757,0,0,0.006999969482421875
211,1749,0,0,0.0
220,1819,0,0,0.00099945068359375
220,1814,0,0,0.0
219,1807,0,0,0.0
218,1797,0,0,0.00099945068359375
0,1361,0,0,0.00099945068359375
0,1319,0,0,0.004001617431640625
0,1331,0,0,0.00099945068359375
0,1296,0,0,0.0
0,1307,0,0,0.0
0,1298,0,0,0.001003265380859375
123,1101,0,0,0.00099945068359375
0,1294,0,0,0.0
0,1298,0,0,0.00099945068359375
0,1319,0,0,0.00099945068359375
0,1304,0,0,0.0
0,1740,0,0,0.0010013580322265625
0,1243,0,0,0.00099945068359375
0,1622,0,0,0.00099945068359375
0,1715,0,0,0.006999969482421875
0,1436,0,0,0.002002716064453125
0,1529,0,0,0.0
0,1246,0,0,0.0010013580322265625
0,1340,0,0,0.00099945068359375
206,1704,0,0,0.00099945068359375
56,907,0,0,0.00099945068359375
7,0,0,0,0.00099945068359375
0,1184,0,0,0.0
0,1284,0,0,0.006999969482421875
0,1726,0,1,0.005001068115234375
0,1734,0,0,0.0010013580322265625
0,1557,0,0,0.00099945068359375
0,1574,0,0,0.00099945068359375
223,1845,0,0,0.0
163,1692,0,0,0.0010013580322265625
0,1448,0,0,0.00099945068359375
0,1466,0,0,0.00099945068359375
0,1413,0,0,0.0
0,1428,0,0,0.00299835205078125
0,1524,0,0,0.002002716064453125
0,1540,0,0,0.003002166748046875
0,1485,0,0,0.0019989013671875
0,1504,1,0,0.0019989013671875
68,1120,0,0,0.0019989013671875
61,1143,0,0,0.001003265380859375
59,1593,0,0,0.00099945068359375
61,1563,1,0,0.003997802734375
43,1155,0,0,0.003002166748046875
51,1368,0,0,0.003002166748046875
35,1029,0,0,0.00099945068359375
27,993,0,0,0.003997802734375
132,1091,0,0,0.00299835205078125
67,1167,1,0,0.00299835205078125
80,1276,0,0,0.003002166748046875
15,587,0,1,0.005001068115234375
127,1098,0,0,0.007999420166015625
72,1370,0,0,0.00099945068359375
78,1229,0,0,0.00099945068359375
82,1320,1,0,0.006999969482421875
153,1671,0,0,0.0
223,1843,0,0,0.005001068115234375
0,605,0,0,0.0019989013671875
0,1114,0,0,0.0
193,1670,0,0,0.00099945068359375
0,605,0,0,0.00099945068359375
126,1357,0,1,0.001003265380859375
66,713,0,0,0.00099945068359375
0,1453,0,0,0.004001617431640625
0,1242,0,0,0.00099945068359375
0,1257,0,0,0.0
26,612,0,0,0.00099945068359375
17,612,0,0,0.0019989013671875
132,1091,0,0,0.0010013580322265625
0,1454,0,0,0.0010013580322265625
0,1154,0,0,0.0
0,1173,0,0,0.00099945068359375
0,1122,0,0,0.0
0,1138,0,0,0.006999969482421875
0,1213,0,0,0.004001617431640625
0,1227,0,0,0.004001617431640625
0,1186,0,0,0.004001617431640625
0,1199,0,0,0.003002166748046875
219,1838,0,1,0.003997802734375
108,959,0,1,0.0
123,1052,0,0,0.00099945068359375
118,1004,0,1,0.0
111,959,0,0,0.00099945068359375
93,967,0,0,0.0
0,957,0,0,0.0
0,1841,0,0,0.00099945068359375
0,979,0,0,0.0019989013671875
0,997,0,0,0.002002716064453125
0,604,0,0,0.00099945068359375
0,604,0,1,0.00299835205078125
13,611,1,0,0.00099945068359375
52,1019,1,0,0.0019989013671875
59,928,0,0,0.001003265380859375
0,1455,0,0,0.0010013580322265625
79,974,0,0,0.0019989013671875
26,1335,0,0,0.0010013580322265625
36,1377,0,0,0.00099945068359375
11,0,0,0,0.002002716064453125
0,1455,0,0,0.0
46,1257,0,0,0.00099945068359375
0,1614,0,0,0.0
37,941,0,0,0.0
40,1063,0,0,0.0010013580322265625
0,564,0,0,0.00099945068359375
0,603,0,0,0.0
0,563,0,0,0.0
0,561,0,0,0.0010013580322265625
0,1488,0,0,0.00099945068359375
0,1507,0,0,0.0
0,1453,0,0,0.00099945068359375
0,563,0,0,0.0
0,1562,0,0,0.00099945068359375
0,1578,0,0,0.00099945068359375
0,1526,0,0,0.00099945068359375
0,1543,0,0,0.0
0,564,0,0,0.00099945068359375
0,1609,0,0,0.0
0,1419,0,0,0.0010013580322265625
0,1438,0,0,0.00099945068359375
0,564,0,0,0.004001617431640625
45,715,0,1,0.003997802734375
0,564,1,0,0.004001617431640625
0,563,0,0,0.004001617431640625
0,1363,0,0,0.005001068115234375
132,1090,0,0,0.007999420166015625
95,1056,0,0,0.004001617431640625
122,1009,0,0,0.003997802734375
136,1150,0,0,0.005001068115234375
139,1148,0,0,0.004001617431640625
216,1825,0,0,0.00499725341796875
133,1114,0,0,0.00099945068359375
140,1156,0,0,0.0
138,1140,0,0,0.0010013580322265625
136,1138,0,0,0.00099945068359375
137,1144,0,0,0.00099945068359375
0,1480,0,0,0.0
0,1488,0,0,0.00099945068359375
0,1498,0,0,0.006999969482421875
0,1513,0,0,0.006999969482421875
0,1524,1,0,0.006000518798828125
0,1533,0,0,0.00099945068359375
0,1544,0,0,0.005001068115234375
196,1674,1,0,0.006000518798828125
184,1660,0,1,0.004001617431640625
184,1662,1,0,0.0059967041015625
0,1333,0,0,0.006999969482421875
151,1569,1,0,0.006000518798828125
160,1562,0,0,0.004001617431640625
120,1557,0,0,0.00099945068359375
172,1552,0,0,0.006999969482421875
190,1599,1,0,0.0059967041015625
185,1589,0,0,0.006000518798828125
114,1582,0,0,0.003997802734375
0,1602,0,0,0.005001068115234375
220,1820,0,0,0.0
196,1620,0,0,0.00299835205078125
181,1609,0,0,0.004001617431640625
122,1382,0,0,0.003997802734375
128,1369,0,0,0.004001617431640625
0,1752,0,0,0.003997802734375
97,1058,0,0,0.004001617431640625
122,1330,1,0,0.004001617431640625
120,1345,0,0,0.003997802734375
125,1340,0,0,0.004001617431640625
122,1346,0,0,0.004001617431640625
132,1090,0,0,0.0
120,1385,1,0,0.005001068115234375
117,1402,0,0,0.0
121,1389,0,0,0.0019989013671875
136,1124,0,1,0.006000518798828125
0,605,1,0,0.006000518798828125
170,1404,0,0,0.0
0,604,0,0,0.0
54,1100,0,0,0.00099945068359375
169,1559,0,0,0.0
189,1565,0,0,0.0
0,561,0,0,0.0
0,559,0,0,0.00099945068359375
0,557,0,0,0.0
0,558,0,0,0.00099945068359375
0,558,0,0,0.0
0,558,0,0,0.0
0,558,1,0,0.003997802734375
2,558,0,0,0.0059986114501953125
11,559,0,0,0.005001068115234375
16,570,0,0,0.0
0,603,0,0,0.00099945068359375
132,1092,0,0,0.0
173,1434,0,0,0.0
157,1295,0,0,0.00099945068359375
0,569,0,0,0.0
0,569,0,0,0.0
0,569,0,0,0.006999969482421875
0,570,0,0,0.006999969482421875
0,570,0,0,0.006000518798828125
0,569,0,0,0.006999969482421875
0,569,0,0,0.006999969482421875
202,1669,0,0,0.006999969482421875
202,1670,0,0,0.006999969482421875
202,1673,0,1,0.00099945068359375
201,1677,0,0,0.0020008087158203125
203,1682,0,0,0.004001617431640625
204,1686,0,1,0.00099945068359375
204,1688,0,0,0.00099945068359375
23,1066,1,0,0.006000518798828125
39,996,0,0,0.006000518798828125
106,1159,0,0,0.0
0,1565,1,0,0.0049991607666015625
0,1559,0,0,0.0010013580322265625
190,1566,0,0,0.00099945068359375
186,1568,0,0,0.0
0,1559,0,0,0.00099945068359375
121,1561,0,0,0.0010013580322265625
0,1558,0,0,0.00099945068359375
0,1559,0,0,0.0019989013671875
0,1557,1,0,0.00099945068359375
0,1558,0,0,0.0
0,1485,0,0,0.00099945068359375
0,1483,0,0,0.00099945068359375
59,1549,0,1,0.00099945068359375
28,568,0,0,0.0010013580322265625
0,671,0,0,0.00099945068359375
0,735,0,0,0.00099945068359375
0,1571,0,0,0.00099945068359375
0,1556,0,0,0.0
0,556,0,0,0.00099945068359375
23,564,0,0,0.00099945068359375
0,1514,0,0,0.00099945068359375
0,1505,0,0,0.00099945068359375
0,1494,0,1,0.006999969482421875
0,1488,0,0,0.006999969482421875
0,1747,0,0,0.006000518798828125
0,1740,0,0,0.006999969482421875
0,1207,0,0,0.0010013580322265625
0,1738,0,0,0.006999969482421875
192,1665,0,0,0.006000518798828125
195,1610,0,1,0.0059986114501953125
192,1609,1,0,0.006000518798828125
195,1610,0,0,0.00099945068359375
0,1741,0,0,0.0059986114501953125
196,1631,0,0,0.006999969482421875
190,1625,0,0,0.0
171,1619,0,0,0.00099945068359375
194,1613,0,0,0.0010013580322265625
0,1747,0,0,0.00099945068359375
193,1622,0,0,0.0019989013671875
194,1631,0,1,0.0
0,1751,1,0,0.0010013580322265625
18,805,0,0,0.0019989013671875
32,826,0,0,0.00099945068359375
29,805,0,0,0.00099945068359375
29,1313,0,0,0.0010013580322265625
0,932,0,0,0.00099945068359375
31,700,0,0,0.00099945068359375
31,812,0,0,0.0
15,693,0,0,0.00099945068359375
17,773,0,0,0.00099945068359375
22,993,0,0,0.0
25,1181,0,0,0.00099945068359375
51,900,0,0,0.0
14,648,0,0,0.0
14,634,0,0,0.0
44,1153,1,0,0.00099945068359375
0,656,0,0,0.0
0,672,0,0,0.0010013580322265625
0,637,0,0,0.0019989013671875
0,642,0,0,0.0
0,697,0,0,0.0
15,670,0,0,0.0
0,688,0,0,0.00099945068359375
0,718,0,0,0.0010013580322265625
46,893,0,0,0.00099945068359375
0,556,0,0,0.00099945068359375
2,600,0,0,0.0
0,557,0,0,0.00099945068359375
0,1635,0,0,0.0010013580322265625
0,1631,0,0,0.00099945068359375
0,1628,0,0,0.006000518798828125
0,1623,0,0,0.00099945068359375
0,1624,0,0,0.0
0,1623,0,0,0.0
